"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
43,"0","2",1,"1",1,3,"4",4,"1",62.9529649749898,1.99685138625961,"9",1,"1",0,0.395834180277819,2,"1",17.8647044827177,3,2,1,14,2,2,28,11,1,6
45,"0","2",0.332820889738525,"1",15,1,"3",3,"1",53.9026344804878,3.80983730840347,"3",2,"1",0.367195230754676,0.455949798443734,2,"0",18.458949277812,3,1,1,14,3,3,6,6,2,3
39,"0","2",0.824992320415466,"1",5,2,"3",1,"1",56.916537149027,2.60316961367038,"3",1,"1",0.705031061307056,0.781693365748467,0,"0",20.6277509747678,3,4,1,20,1,3,1,3,0,0
26,"0","3",0.558450992129557,"2",4,4,"3",3,"1",50.2424651524871,3.31446255444492,"5",3,"2",0.139731310764211,0.985685129088216,0,"0",11.6500356225262,3,2,1,16,2,1,7,8,5,7
40,"0","2",0.926222865594938,"2",23,2,"3",1,"1",100,2.56134773742528,"1",4,"1",0.0129367192604241,0.659242329317277,7,"0",11.5454216415843,3,1,2,27,5,1,1,6,7,6
32,"0","2",0.258453856290905,"2",1,2,"4",1,"1",58.8053946046474,3.18614563740477,"1",1,"1",0.091663405963195,0.528569648111466,8,"0",18.5502884708938,3,1,1,0,0,1,3,0,0,3
44,"0","3",0,"2",10,3,"4",2,"1",61.8812825977229,3.43351682699186,"2",4,"1",0,0.383693356002619,0,"0",13.308798149351,3,1,1,15,3,2,2,0,3,0
41,"0","3",0.42137367112688,"3",16,3,"3",3,"1",55.3813038860459,3.10640404575998,"4",3,"2",0.328242921888554,0.609278513661824,0,"0",12.0904622720706,3,4,1,8,2,1,17,10,5,4
42,"0","3",0.130736720493471,"2",4,2,"5",2,"2",76.5182365822812,2.14515141498345,"3",2,"3",0.975936485768188,0.0460449315392796,0,"0",12.7618796375948,3,1,1,11,2,2,19,8,15,7
46,"0","3",0.919822512185384,"1",2,1,"3",1,"1",82.4045714620257,2.62925555270657,"7",3,"2",0.318336606511147,0.228058658343813,5,"0",19.5776052663,4,2,1,5,3,3,5,3,0,4
39,"0","2",1,"2",20,4,"1",3,"2",56.049146430049,3.44840083328772,"3",2,"2",0.262840859739429,0.411654933746826,2,"0",13.9406836860514,3,1,1,20,2,3,6,3,0,7
29,"0","1",0.16161050690504,"3",1,1,"3",3,"2",68.1362830548884,2.47455225065583,"5",1,"2",0.272661044022076,0.359466238774806,0,"1",15.3730369000177,3,4,1,3,0,3,11,1,2,1
35,"0","1",0.0497980808132505,"2",1,3,"2",2,"1",81.0442037386244,3.40818216001324,"7",1,"3",0.342044656675025,1,0,"0",13.4796891124763,3,1,1,10,2,2,1,2,5,0
32,"0","2",0.588881656374111,"3",1,1,"2",3,"1",30,2.827500082116,"6",2,"1",0.155671396508334,0.377155292856548,1,"1",11.3582041059874,3,2,2,4,2,3,6,3,0,1
27,"0","2",0.435666688924683,"2",4,1,"2",1,"1",82.0350356586001,2.25307955155454,"3",2,"1",0,0.428950640146519,2,"0",10.8753512507956,3,2,2,0,4,2,7,2,2,3
22,"0","2",0.498088960002769,"2",1,1,"1",3,"1",51.8002286901874,2.24799793473156,"1",3,"2",0.0910442828077302,0.502636490916477,0,"0",17.1606698552121,3,2,2,0,0,1,13,11,5,0
30,"0","3",0.883454085372024,"2",30,4,"2",1,"1",87.9914084415355,1.68894970022757,"5",3,"1",0.365140580692044,0,1,"0",23.1549804117923,4,1,2,14,2,1,6,5,3,2
35,"0","2",0.899799356573427,"1",23,2,"2",3,"1",37.8610188738825,2.65927182694282,"2",1,"2",0.00052239075695837,0.912982585306128,0,"0",11.0523845107656,3,1,1,14,2,3,3,1,5,5
32,"0","3",0.0872029008877171,"1",18,3,"4",1,"1",100,2.95470712013349,"5",1,"1",0.359983918742085,0,0,"0",11.5807832892493,3,2,1,9,2,4,10,8,5,3
39,"0","2",0.64376406485318,"1",15,2,"2",1,"2",30,2.13217516505182,"4",2,"3",0.26353368841441,1,4,"0",8.70635900098699,3,2,1,8,5,3,4,10,0,14
44,"0","3",0.907433768539667,"3",20,3,"2",1,"2",59.9232504430048,2.13537878666874,"9",3,"2",0.356808601941634,0.118377399148945,2,"1",10.8244154960834,3,4,1,11,1,3,7,3,0,4
45,"0","1",0.7062635701304,"2",1,1,"4",3,"2",87.3271435644872,3.0603532441832,"7",4,"2",0,1,4,"0",16.7033775783681,3,1,1,0,4,2,1,2,0,0
32,"0","1",0.758189995687801,"1",1,3,"3",4,"1",75.4643509978966,3.72953912407915,"2",1,"1",0.350573208240628,0,0,"0",13.4274281721667,3,1,2,22,2,3,3,0,0,2
46,"0","2",1,"2",11,2,"2",4,"1",45.1313174334305,3.90319578162505,"3",1,"1",1,0.19790271946897,6,"0",13.2396389385568,3,2,1,27,2,2,8,4,0,3
36,"0","3",0.79929443914172,"2",30,3,"2",3,"2",67.2290637713713,3.96499194458078,"7",3,"3",0.467424730011728,0.939113082632308,9,"0",18.4881550943151,3,1,1,2,3,2,7,3,0,2
31,"0","3",0.43423223921496,"1",7,4,"3",2,"2",89.592982559403,1.30925524238401,"2",3,"1",0.316414394716949,0.951688601253761,1,"0",17.293527014892,3,2,1,7,4,3,16,4,0,2
57,"0","1",0.65788212469403,"2",20,4,"5",3,"1",55.6282596633182,2.57518992529389,"7",1,"2",0,0.822726329664775,7,"0",10.428240194849,3,3,1,4,4,1,5,0,4,5
35,"0","3",0,"2",10,4,"2",4,"1",32.1440754417936,1.33697906127557,"3",1,"2",0.500268899031009,0.478644386739256,1,"0",1.85068191839449,3,2,1,17,1,1,11,9,7,6
46,"0","1",0.877123277929691,"2",15,1,"2",4,"1",55.6846386020322,2.77958032626061,"1",2,"1",0.42248621486093,0,2,"0",22.9072525236597,4,1,1,7,1,2,8,3,0,7
35,"0","2",0.547715338913387,"2",30,1,"1",3,"1",87.4289446777046,1.16084064417205,"1",1,"1",0.529435331448129,0.63449704965249,8,"0",14.3974359341896,3,3,2,2,2,3,11,0,0,5
54,"0","1",0.687666366643368,"1",1,3,"1",1,"1",72.3805523836535,3.09853632875136,"3",3,"2",0.606302755408137,0.669510592785211,0,"1",23.814949758064,3,1,1,31,2,1,2,7,0,11
24,"0","2",0.504681608434666,"2",1,1,"5",3,"2",100,2.87821751085653,"4",4,"1",0.153305679132254,0.352905155395226,0,"0",13.3446753692598,3,3,1,2,2,3,1,0,6,4
40,"0","3",0.939336016639395,"2",16,3,"2",3,"1",93.8293955194295,3.91819370550514,"5",4,"1",0.298723524240284,1,2,"0",13.3434292501165,3,1,1,19,1,2,0,6,1,3
23,"0","1",0.551696035775138,"1",16,2,"4",1,"1",100,3.7797709762044,"5",3,"1",0.33242841738402,0.143332307746973,0,"0",20.6705853324616,3,4,1,0,4,1,3,2,3,4
41,"0","3",0.931846709613191,"1",1,1,"3",2,"1",69.9653941099755,3.54664579169981,"1",1,"1",0.460582838423423,0.136994178201615,4,"0",18.1360018693759,4,1,2,17,1,3,17,5,8,10
34,"0","2",0,"1",1,3,"1",3,"1",92.5185235172282,1.6135454169739,"2",1,"2",0.282928146497552,0.621843436506655,8,"0",14.2412484152679,3,1,1,17,4,2,10,9,5,10
56,"0","3",0.600203215027511,"2",22,3,"2",3,"1",100,2.56329046335066,"2",3,"1",0.357277492334033,0.161995797424425,3,"1",21.3141749667377,3,3,1,23,2,3,6,4,0,6
44,"0","1",0.863115427640722,"1",10,1,"3",3,"1",64.8336617023254,2.73282242346202,"2",2,"2",0.246349047962456,0.784604683975239,1,"0",12.6199902326696,3,1,1,1,6,1,1,8,4,5
27,"0","3",0.409019359594776,"3",7,5,"3",1,"2",96.0190039183925,2.26541414528449,"7",3,"2",0.280108691074901,0.33042061371651,2,"0",19.115004459362,3,1,1,10,3,2,13,5,1,1
22,"0","2",1,"1",2,2,"3",3,"1",76.2414910275001,3.6494274295936,"5",1,"1",0,0.911174375378029,0,"0",18.8458095404008,3,2,1,3,5,1,0,4,0,4
40,"0","1",0.817342645097629,"1",28,3,"1",4,"1",53.3594565521638,4.02776680502401,"8",4,"1",0.456164332544181,0.81742865825201,2,"0",16.3674789088865,3,2,2,18,1,1,2,3,6,3
44,"0","3",0.76928877402437,"2",26,1,"5",3,"1",30,1.31053447838654,"5",1,"3",0.847843849547961,0.5307712765512,2,"0",13.0292164748351,3,2,1,30,1,3,17,10,11,6
18,"0","3",0.0335697377711119,"3",5,1,"5",3,"2",72.7253150947443,3.6613559033967,"9",2,"1",0.110121437064778,0.653885772261731,1,"0",11.6263104038333,3,1,1,11,0,4,6,1,7,7
22,"0","2",0.512718891159376,"1",1,1,"2",2,"1",34.1160842047058,3.059652277431,"5",4,"3",0.588418527720126,0.547309578343323,3,"0",18.6450030997403,3,3,1,10,3,2,7,7,3,6
34,"0","1",0.72801526266276,"1",15,2,"2",3,"1",55.752336224212,2.01409317545249,"1",1,"1",0.655641866162571,0.411929530925195,2,"0",12.6027187604712,3,3,1,19,0,2,1,3,2,0
45,"0","2",0.817266294638353,"2",23,2,"2",1,"2",91.9121761813502,3.03079268381736,"2",1,"3",0.516524080839512,0.368288169766071,4,"0",22.5433055364388,4,1,1,19,2,2,20,15,12,8
37,"0","3",0.177692680083607,"2",7,1,"3",1,"1",64.1221536226012,3.24080941789633,"5",4,"1",0.786859874802365,0.739906452370833,2,"0",12.369931296885,3,4,1,27,3,2,18,9,9,7
18,"0","2",0.340506296964294,"2",1,1,"6",1,"1",30,3.05410525658922,"7",3,"3",0.609516429100971,0.209374221125689,1,"1",14.9158234293056,3,1,1,8,1,3,2,0,1,5
23,"0","3",1,"2",15,2,"1",2,"1",75.2205910815765,1.5465050118838,"8",4,"1",0.129465819222286,0.821423165943224,4,"1",16.5116229997686,3,2,1,3,2,1,5,0,0,0
35,"0","2",0,"2",8,2,"1",1,"2",49.9612047479926,3.07274526737974,"9",3,"1",0.580805751958498,0.548508039644678,0,"0",14.494754942035,3,2,1,3,3,3,12,5,10,13
56,"0","3",1,"3",30,4,"4",3,"1",33.5602055956199,4.46067088890734,"7",4,"3",0.74232753439186,0.207083114019796,0,"0",15.1904831771861,3,2,1,29,3,2,6,13,12,16
34,"0","2",1,"2",4,3,"5",3,"2",46.6534868110477,2.87573272388225,"6",3,"2",0.671363948539212,1,4,"0",19.5725644688666,4,1,1,21,1,4,0,6,3,2
43,"0","1",1,"3",1,3,"1",2,"1",45.1986103152243,3.35502642276511,"6",1,"1",0.396788054665438,0,2,"0",21.4227051322519,3,1,2,8,4,2,0,6,3,2
26,"0","2",0.294054755831915,"1",1,2,"6",2,"2",100,3.13016282768429,"5",1,"2",0.131897323187452,0.741690258031523,0,"0",13.0864158725073,3,3,1,10,1,3,2,4,0,8
32,"0","2",0,"1",4,3,"5",4,"1",59.7227681320051,3.32801527750831,"6",2,"3",0.0497591268900207,0.131895487189414,1,"0",14.2058808943183,3,4,1,0,2,3,12,0,2,7
37,"0","2",0.0448115878220008,"1",1,4,"3",1,"2",69.2190755146291,1.96632893104638,"6",3,"3",0,0.601621016986509,2,"1",16.2632826546757,3,2,1,7,2,4,1,6,2,0
31,"0","1",0.22416188969024,"2",11,3,"5",1,"1",100,2.68750434653048,"9",2,"1",0.494206398628618,0.66763651420498,0,"0",16.0234803302599,3,4,1,6,6,3,5,6,4,10
28,"0","3",0.434484159691924,"2",30,4,"3",3,"1",87.3926026345626,2.11883841371894,"8",1,"3",0.286918587312974,0,1,"0",9.59861444088695,3,3,1,5,2,1,12,1,0,3
48,"0","3",0.0373261469591373,"1",1,3,"6",3,"2",79.3477330345425,2.63338000335862,"6",4,"1",0.876789182163828,0.0626184896262599,1,"0",10.6595475927313,3,4,1,21,3,3,16,18,7,14
40,"0","2",0.403758515124184,"1",6,2,"1",1,"2",38.819231341082,2.95661167398018,"6",2,"1",1,0,3,"0",12.4091713083239,3,2,1,20,1,1,4,0,0,3
28,"0","1",0.657357200834543,"1",1,4,"4",2,"2",85.2771795435904,1.15058756085198,"6",2,"2",0.188320337782207,0,0,"0",15.6329770594149,3,3,1,8,2,3,0,3,2,9
30,"0","2",0.326666209001939,"1",5,4,"5",3,"1",30,1.92599647873929,"8",2,"3",0.277702926392668,0.433218684576574,5,"1",18.8952473762257,3,2,1,16,1,3,0,0,0,1
43,"0","3",0.581828276591894,"3",1,3,"1",2,"2",54.5641876751093,3.48150112513559,"7",1,"1",0.243106479956332,0.712817942810889,3,"0",16.3944755832404,3,2,1,15,1,2,1,3,0,4
37,"0","2",0.843643030942754,"2",18,2,"1",4,"1",90.2285707032876,1.30381703664596,"3",2,"1",0.611043104676054,0.952895371897671,3,"0",22.1919988263823,3,3,1,23,2,1,11,5,2,1
38,"0","2",0.115065046354007,"1",8,4,"4",3,"2",100,2.34823693060461,"5",1,"1",0,0.381034314775597,3,"0",18.0277052129487,3,3,2,8,2,3,2,3,2,5
24,"0","1",0.576907236275536,"1",11,1,"4",1,"2",54.1155121860848,2.8177931419818,"4",2,"1",0.465703622696056,0.267532984757024,0,"0",14.179554070639,3,4,2,0,1,2,1,4,0,1
40,"0","2",0.0589555973126711,"2",1,1,"5",3,"1",86.1643350599507,2.62347309726593,"5",4,"2",0.0355181774275759,1,3,"0",19.8562227270027,3,3,1,3,2,1,4,3,4,2
19,"0","1",0.697801591148456,"3",4,2,"4",1,"1",51.5507845498723,2.40261997753126,"8",2,"1",0,0.951768735895217,2,"0",13.973685992958,3,3,2,9,4,2,8,0,0,2
29,"0","2",0.719799449119832,"1",1,1,"1",4,"1",58.5362411246356,1.80468684607538,"2",4,"2",0.0117416697916352,0.910178877647416,2,"0",6.13500036379064,3,1,2,8,0,2,7,6,5,0
33,"0","3",0.807650024704673,"1",21,1,"3",2,"1",39.9662109183777,3.6239601182716,"3",2,"1",0,0.675678862631617,3,"0",8.12853064044108,3,3,1,7,0,3,15,6,0,5
31,"0","3",0.565674604642316,"2",16,4,"6",4,"1",70.0575812400435,2.35675249020442,"9",4,"1",0.149359369128874,0,0,"0",11.3519326134043,3,1,1,0,1,2,12,0,0,2
41,"0","3",1,"1",8,3,"1",4,"2",78.4003876930957,2.94860437421886,"5",4,"2",0.230882251854985,0.789093421588016,2,"0",19.9633311260599,3,1,1,7,0,2,0,0,0,0
28,"0","2",0.133356748374623,"1",5,4,"3",2,"1",72.1323723882435,0.405478952725534,"4",1,"2",0,0,3,"0",19.2262540688919,3,1,1,6,1,2,2,0,0,0
28,"0","2",0.403831114200909,"1",17,2,"5",3,"1",63.7589458688319,2.11973926544927,"1",2,"2",0.0584947668271669,0.19434859151432,0,"0",23.1008865556653,3,2,1,0,2,1,0,1,4,5
54,"0","3",0.549479899041823,"2",2,3,"1",2,"1",72.8259692978426,2.01921119109733,"4",4,"1",0.743826432443227,0.203380492106062,0,"0",16.0736403774009,3,2,1,29,3,2,40,18,12,9
47,"0","1",0.826832567647466,"2",27,4,"2",3,"1",97.716637060377,1.58381286908671,"4",4,"1",0.875103450328526,0.533689507556131,3,"0",21.4600584478145,4,4,1,34,0,3,0,6,3,0
40,"0","3",0.946492371172719,"2",4,3,"1",2,"1",100,2.25766823374879,"6",4,"3",0.083757262826681,0,6,"0",16.4117744233956,3,1,1,0,3,2,3,1,0,2
58,"0","2",0.152168227609476,"2",23,5,"3",2,"2",87.920579509563,1.02231732111551,"8",3,"2",0.761972243360159,0.900537727250039,0,"1",14.8178644881416,3,4,1,25,2,3,25,5,14,9
24,"0","2",0.0866622433173262,"1",15,3,"2",1,"1",60.3976670571139,2.8406248125258,"3",4,"3",0.515843004350245,0.929677937533143,4,"0",18.5352644357678,3,2,1,4,4,3,0,1,0,2
44,"0","3",0.497522794654326,"1",7,2,"4",4,"2",64.3700532123174,4.67120664375486,"3",1,"3",0.27400729976636,0.239807601863675,5,"0",8.84135504406382,3,2,1,4,4,1,4,0,0,4
32,"0","2",0.0381808517635001,"3",8,3,"2",4,"1",37.5311379540585,2.75850477190451,"4",2,"1",0.702766034329829,0.700595326313808,0,"0",14.9857405514984,3,3,1,14,1,3,15,5,1,1
45,"0","3",0.320074228178682,"1",17,1,"2",1,"1",68.332252004702,3.54910607353001,"4",4,"2",0.350251964972087,0.900568910927394,2,"0",14.3403050220884,3,1,1,10,5,3,1,2,0,2
57,"0","3",0.369815694519642,"2",14,3,"3",2,"1",67.0793899175029,4.31425901212892,"1",3,"1",0,0.257695326547746,0,"0",6.83466401231287,3,2,1,3,2,4,5,6,2,1
42,"0","1",0.252887570368831,"2",5,4,"5",1,"1",77.3405684986883,1.47246994910469,"1",4,"1",0.870154538213942,0,1,"1",12.7508394160459,3,1,1,3,1,3,6,6,0,9
32,"0","1",0.391185691485114,"2",1,2,"3",4,"1",77.0257644202948,2.86919197997652,"6",3,"3",0.373268352946289,0.393229797378205,2,"0",7.60503501663157,3,1,1,15,0,1,0,5,1,2
48,"0","2",0.249339243420813,"2",1,3,"4",1,"2",94.6045304562716,2.97660900171166,"2",2,"1",0.684492105019902,0.529812748849078,0,"0",11.546293382813,3,1,1,8,3,1,22,8,11,8
35,"0","2",0.45035968834917,"1",1,2,"4",4,"1",46.6844457760867,3.07879553275767,"5",2,"1",0,0.000425717624615172,1,"0",10.4473366498336,3,2,1,2,3,3,0,0,2,2
37,"0","3",0,"1",10,1,"1",2,"1",86.6274580837976,3.58887000141457,"4",3,"2",0.670784677218663,0.752993861457009,6,"0",20.1034121668491,3,4,1,21,2,3,5,7,5,2
18,"0","2",0.539519265493813,"2",1,1,"5",3,"1",100,2.25228231802315,"6",4,"1",0,0.377365406058117,0,"0",16.1592235886578,3,2,1,0,0,2,4,3,1,9
53,"0","3",0.963923302336895,"3",21,1,"2",1,"1",97.7987490179588,2.28591658945669,"7",1,"2",0.821219965693637,0,9,"0",10.3126006879389,3,3,1,34,3,1,23,18,7,5
49,"0","3",0.0486978575607848,"1",7,2,"3",1,"1",35.7011945841774,2.96837030031043,"5",2,"1",0.331655621441545,0.491786914253869,9,"0",16.8829740863006,3,2,1,19,0,1,26,6,4,12
52,"0","2",0,"2",2,1,"2",1,"1",92.0449650205666,2.22518741636535,"6",2,"1",0.264251039576035,0.505864773836672,4,"0",15.1253698089554,3,2,2,6,5,1,1,3,0,4
41,"0","3",0.783205654540674,"2",1,2,"6",2,"1",59.3817569941666,4.5882339840229,"7",2,"1",0,0.56005578252296,2,"0",12.7243771577062,3,3,1,5,3,1,6,4,1,2
45,"0","2",0,"3",6,2,"2",2,"1",30,1.91142740044547,"8",1,"1",1,0.241599746902027,6,"0",11.8317296926969,3,3,1,17,1,2,7,4,4,8
42,"0","2",0.0199850241172412,"1",2,3,"6",4,"2",71.5506903777378,1.58154495605943,"4",1,"3",0.985465211900066,0.560326766549983,0,"1",13.6466118982533,3,2,1,32,1,3,38,11,2,9
60,"0","3",0.303165323725426,"3",15,4,"1",1,"1",67.715956485253,2.87437919180355,"2",1,"2",1,0.318793127085222,3,"0",23.1192806032434,3,2,1,29,1,3,10,6,4,8
45,"0","3",0.742247612348042,"1",8,5,"4",2,"2",100,2.11136254016037,"3",3,"1",0,0.213763955180926,5,"0",19.6921572122401,3,2,1,18,1,3,3,2,0,3
19,"0","2",0.659212472665104,"2",1,1,"4",4,"1",75.1148612532122,1.59373745042587,"6",1,"1",0.216209689973804,0.508925665283958,0,"0",17.2356487332936,3,4,1,0,6,3,11,3,0,0
51,"0","1",0.432244031163762,"1",13,4,"3",1,"1",81.456275155604,2.3332244283306,"5",4,"1",0.599914395287991,0.621825677481907,1,"0",22.731094931919,4,2,1,25,0,2,7,7,0,11
30,"0","2",0.912410730511764,"2",11,4,"5",1,"1",86.6244489081871,4.00686165127739,"6",3,"3",0.108004800462802,0.374000115970254,6,"0",17.6542747386447,3,2,1,9,0,2,2,7,0,1
51,"0","3",0.200623348495587,"1",26,1,"5",2,"1",62.8438852379602,1.6446916722184,"4",2,"3",0.136752067741553,0.403411820093955,4,"0",17.5528757765884,3,1,1,10,3,2,0,0,0,0
22,"0","2",0.204461565458843,"2",3,2,"4",4,"2",75.3624498738243,2.74743935970946,"2",1,"2",0.334770703344209,1,0,"0",17.3378977072873,3,3,1,0,5,2,17,2,4,5
29,"0","1",0.350201779529346,"2",3,1,"2",4,"1",86.126543361023,3.58486432511929,"6",3,"1",0.109813581837882,0.69446148475871,0,"0",15.3044579048155,3,1,1,5,2,3,2,0,0,0
18,"0","3",0.467441395009475,"1",3,2,"3",1,"1",38.0576257786812,4.7380954113704,"3",2,"1",0.00665974025753383,0.256508976203693,0,"0",11.3193494607038,3,1,1,19,4,3,6,0,1,4
45,"0","3",0.946943897144165,"1",5,4,"3",1,"1",30,1.33414469030003,"1",1,"2",0.1357358162843,1,5,"0",18.090747922513,3,3,1,25,0,1,17,12,11,8
35,"0","1",0.149976915447758,"2",4,3,"1",4,"1",30,3.45596879546415,"3",4,"2",0,0.109758123967461,1,"0",23.5388294679342,3,1,1,9,4,3,6,4,0,6
40,"0","3",0.387151473602023,"3",5,3,"2",1,"1",85.7357395806325,1.94312035578636,"8",1,"1",0.161743663345642,0,0,"0",13.7655367802936,3,3,1,12,2,3,0,7,0,4
24,"0","2",0.57416068488005,"2",10,1,"2",4,"1",74.2895493417511,3.1294570891118,"7",1,"3",0.174842693057041,0.603205782844836,0,"0",12.7646623083278,3,1,1,6,3,2,5,1,2,1
28,"0","3",0.282000040543602,"2",9,3,"4",2,"2",100,4.92456395884454,"3",1,"3",0.0796313203696147,0.799589678387029,2,"0",12.3778764194002,3,4,1,0,3,2,13,10,0,4
33,"0","3",0,"1",6,3,"4",3,"1",100,4.51648378610292,"4",4,"1",0,0,3,"1",10.8228559256554,3,1,2,10,4,3,0,0,0,4
21,"0","3",0.862246398786411,"2",9,1,"4",4,"1",58.3061558076524,0.745861770354941,"4",4,"1",0,0.136631462211754,5,"0",14.5336672852574,3,3,2,4,4,3,6,1,2,1
41,"0","1",0.750157035996927,"2",7,1,"5",3,"1",35.4240197177779,2.20942462978585,"6",2,"1",0.746468347519008,0.0339801549318426,7,"0",10.4738116374178,3,4,1,20,2,2,19,1,9,10
52,"0","2",0.699031619243227,"2",1,4,"1",1,"2",100,3.19127321680781,"7",4,"3",0.177889075022809,1,5,"0",19.8765775439547,4,4,1,2,4,2,6,8,0,9
51,"0","2",0.862702939293159,"3",2,1,"6",2,"1",33.7665951523699,1.27790320691876,"7",4,"2",0.287475202178339,0.174600541943926,2,"0",8.51198382824198,3,2,1,9,4,3,10,2,3,2
45,"0","2",0.522094106605616,"3",4,3,"1",4,"1",100,2.63926023033431,"9",2,"2",0.208936933796308,0.594571611909189,0,"0",14.0548805298384,3,1,1,8,3,2,16,7,5,8
40,"0","2",0.478733418512182,"3",5,1,"2",2,"2",72.1072049966332,3.7529472427562,"8",3,"2",0.0314142432766617,0.4811128288779,2,"0",10.3569405006114,3,2,1,12,3,3,16,9,8,9
18,"0","2",0.401874703409819,"1",24,1,"2",4,"1",72.2683984380157,3.11349470986671,"2",4,"1",0.123140151203788,0.647266019887229,3,"0",9.75856055396752,3,1,3,7,6,2,5,2,2,8
33,"0","2",0.751977194935178,"1",2,1,"1",1,"2",62.3588175402631,3.08825990970725,"1",3,"1",1,0.279638095430377,3,"1",13.3887795262343,3,2,1,31,3,2,27,7,0,8
58,"0","2",1,"1",1,2,"1",1,"1",96.7121649458792,3.23215493412689,"7",1,"2",0.419832394444177,0.777624026575499,2,"0",25.1606846762565,4,4,1,14,3,3,4,0,3,6
34,"0","2",0.873721197014631,"1",1,2,"2",3,"1",52.2047593206339,2.570714165024,"5",4,"2",0,0.911560641788863,5,"0",20.1237936782554,3,1,2,7,1,1,4,0,3,6
37,"0","3",0.832490198781278,"2",3,4,"1",1,"2",31.8223768882126,2.08818197510353,"5",2,"1",0.268791218227327,0,1,"0",16.2104716989365,3,3,1,2,1,4,9,5,0,5
36,"0","3",1,"2",15,1,"5",3,"2",39.3143457385232,2.79506336827863,"8",4,"3",0,0.670113269865561,6,"0",16.2225642885188,3,4,1,0,2,3,0,0,2,2
31,"0","3",0.794106942470392,"2",7,3,"3",4,"1",47.1348275942282,2.44470116605974,"6",3,"3",0.0775067148711385,0.383947622952954,2,"0",13.940247858847,3,1,1,1,2,3,2,0,0,0
42,"0","1",0.203221127539603,"2",10,3,"1",4,"1",94.0829469343839,3.00718457723857,"6",4,"1",0.62316733933817,0.780390878200436,0,"0",6.87597344433002,3,1,1,11,1,3,18,12,5,13
45,"0","3",0.672364864808393,"1",8,3,"1",4,"1",30,2.99195271465761,"3",4,"1",1,0.491675026844812,4,"0",7.16397826218995,3,2,2,26,1,2,0,0,0,0
45,"0","2",0.259895517746379,"2",1,3,"3",4,"2",51.0754598872169,3.00022056637803,"8",1,"2",0.105338889732982,0.469488142145431,5,"1",22.123501061596,3,2,1,11,0,2,7,2,2,5
39,"0","3",0.247270982549977,"3",1,3,"5",2,"1",30,2.79237143648608,"7",2,"3",0.390047682966701,0,1,"0",23.4496029983759,4,1,1,15,0,1,16,5,5,0
60,"0","3",0.118124528129303,"1",3,3,"3",2,"1",100,1.68868461596635,"5",3,"2",0.107373177525763,0,2,"1",20.5858549355463,3,2,1,12,4,2,2,4,0,0
38,"0","3",1,"1",14,3,"4",3,"2",77.4527129221263,3.48776367511231,"2",3,"1",0,0.574028826853142,6,"1",9.2819133503602,3,2,1,11,4,2,4,3,0,0
50,"0","1",0.308956453648314,"2",5,3,"1",4,"1",97.8221889159702,2.92442581670523,"5",2,"2",0.902822399540222,0.953199485331911,2,"0",13.41296241932,3,2,1,40,2,3,12,7,0,10
37,"0","3",0.539975836645202,"1",1,3,"5",2,"2",30,3.8209723024609,"4",3,"1",0.799189191552502,0.732531142785038,8,"0",19.7183112296819,3,3,1,23,3,2,0,3,0,0
50,"0","3",0.854915198277864,"1",1,2,"2",3,"1",54.5081929746889,1.58757768827255,"8",3,"2",9.27354800028537e-06,0,9,"1",15.1381630283718,3,3,1,8,4,2,4,3,0,0
23,"0","1",0.809962190632202,"2",8,4,"1",4,"1",47.707025822717,2.02868571842676,"5",3,"2",0,0.799634305566038,2,"0",7.76872248246026,3,3,1,4,3,3,11,3,2,0
23,"0","2",0.509515896122528,"3",5,4,"3",4,"1",74.9651122875362,2.91573314084335,"9",1,"1",0.404511719727149,0.23330972405285,4,"0",16.7644381138957,3,3,1,8,2,4,1,1,0,0
38,"0","3",0.742256015632833,"2",5,3,"1",2,"1",55.4012257112384,2.48037393407523,"8",3,"1",0,0.391576514749085,3,"0",13.1418419631991,3,1,1,2,3,2,4,1,0,2
30,"0","2",1,"1",3,4,"4",3,"1",100,2.91915311891705,"6",4,"1",0,0.750715004689111,7,"0",15.6164279232883,3,3,2,0,1,2,4,4,3,4
48,"0","1",0.308494977322449,"3",1,5,"1",1,"1",81.0630911608017,1.16832171329236,"4",3,"2",0.493786718428702,1,2,"0",17.6136697338757,3,2,1,36,4,4,25,8,15,12
20,"0","3",0.424053163061678,"1",23,3,"4",3,"1",62.2009786231016,1.69307360875133,"7",1,"3",0.253175177427422,0.188243491546381,3,"0",13.5286359811796,3,1,1,5,3,1,6,5,0,3
51,"0","3",1,"1",2,4,"3",3,"1",53.7435032675141,2.9794360959042,"4",3,"1",0.927690541233592,0.585487118852776,1,"0",12.6149477519526,3,3,1,22,4,3,6,4,5,2
47,"0","1",0.138519587611265,"2",1,5,"4",1,"1",91.5851284721414,3.68705409117758,"5",2,"2",0.122223570314965,0,7,"0",18.960916575292,3,3,1,3,4,1,7,1,2,0
